STN	YYYYMMDD	FF
321	20051206	40
321	20051206	60
321	20051206	60
321	20051206	50
321	20051206	50
321	20051206	70
321	20051206	60
321	20051206	50
321	20051206	60
321	20051206	30
321	20051206	50
321	20051206	90
321	20051206	50
321	20051206	60
321	20051206	80
321	20051206	100
321	20051206	80
321	20051207	100
321	20051207	100
321	20051207	110
321	20051207	90
321	20051207	60
321	20051207	110
321	20051207	110
321	20051207	100
321	20051207	110
321	20051207	80
321	20051207	50
321	20051207	90
321	20051207	90
321	20051207	90
321	20051207	80
321	20051207	70
321	20051207	70
321	20051207	60
321	20051207	50
321	20051207	60
321	20051207	50
321	20051207	60
321	20051207	80
321	20051207	70
321	20051208	70
321	20051208	70
321	20051208	80
321	20051208	80
321	20051208	70
321	20051208	70
321	20051208	70
321	20051208	70
321	20051208	60
321	20051208	60
321	20051208	40
321	20051208	40
321	20051208	40
321	20051208	40
321	20051208	50
321	20051208	50
321	20051208	50
321	20051208	50
321	20051208	40
321	20051208	70
321	20051208	60
321	20051208	60
321	20051208	60
321	20051208	50
321	20051209	50
321	20051209	30
321	20051209	30
321	20051209	30
321	20051209	30
321	20051209	40
321	20051209	40
321	20051209	50
321	20051209	50
321	20051209	40
321	20051209	40
321	20051209	30
321	20051209	40
321	20051209	40
321	20051209	50
321	20051209	50
321	20051209	40
321	20051209	50
321	20051209	60
321	20051209	60
321	20051209	50
321	20051209	60
321	20051209	60
321	20051209	60
321	20051210	60
321	20051210	60
321	20051210	60
321	20051210	60
321	20051210	40
321	20051210	50
321	20051210	50
321	20051210	60
321	20051210	60
321	20051210	60
321	20051210	70
321	20051210	70
321	20051210	60
321	20051210	60
321	20051210	60
321	20051210	60
321	20051210	50
321	20051210	50
321	20051210	60
321	20051210	60
321	20051210	70
321	20051210	70
321	20051210	70
321	20051210	70
321	20051211	70
321	20051211	60
321	20051211	50
321	20051211	60
321	20051211	60
321	20051211	60
321	20051211	60
321	20051211	50
321	20051211	40
321	20051211	50
321	20051211	50
321	20051211	60
321	20051211	50
321	20051211	60
321	20051211	50
321	20051211	50
321	20051211	40
321	20051211	20
321	20051211	40
321	20051211	40
321	20051211	30
321	20051211	40
321	20051211	20
321	20051211	20
321	20051212	40
321	20051212	40
321	20051212	60
321	20051212	80
321	20051212	70
321	20051212	100
321	20051212	120
321	20051212	130
321	20051212	110
321	20051212	120
321	20051212	110
321	20051212	130
321	20051212	110
321	20051212	110
321	20051212	90
321	20051212	90
321	20051212	110
321	20051212	90
321	20051212	110
321	20051212	80
321	20051212	80
321	20051212	90
321	20051212	90
321	20051212	70
321	20051213	80
321	20051213	70
321	20051213	80
321	20051213	90
321	20051213	90
321	20051213	90
321	20051213	90
321	20051213	80
321	20051213	70
321	20051213	60
321	20051213	40
321	20051213	50
321	20051213	60
321	20051213	40
321	20051213	90
321	20051213	90
321	20051213	90
321	20051213	80
321	20051213	70
321	20051213	70
321	20051213	80
321	20051213	80
321	20051213	80
321	20051213	60
321	20051214	70
321	20051214	70
321	20051214	80
321	20051214	90
321	20051214	100
321	20051214	110
321	20051214	110
321	20051214	100
321	20051214	100
321	20051214	90
321	20051214	80
321	20051214	70
321	20051214	90
321	20051214	100
321	20051214	90
321	20051214	90
321	20051214	80
321	20051214	80
321	20051214	90
321	20051214	80
321	20051214	80
321	20051214	100
321	20051214	60
321	20051214	100
321	20051215	100
321	20051215	90
321	20051215	110
321	20051215	110
321	20051215	100
321	20051215	90
321	20051215	100
321	20051215	90
321	20051215	100
321	20051215	110
321	20051215	110
321	20051215	100
321	20051215	110
321	20051215	100
321	20051215	110
321	20051215	100
321	20051215	100
321	20051215	100
321	20051215	90
321	20051215	80
321	20051215	100
321	20051215	120
321	20051215	110
321	20051215	130
321	20051216	150
321	20051216	160
321	20051216	150
321	20051216	160
321	20051216	160
321	20051216	160
321	20051216	160
321	20051216	170
321	20051216	140
321	20051216	180
321	20051216	160
321	20051216	160
321	20051216	180
321	20051216	170
321	20051216	170
321	20051216	150
321	20051216	150
321	20051216	140
321	20051216	180
321	20051216	130
321	20051216	150
321	20051216	150
321	20051216	150
321	20051216	160
321	20051217	150
321	20051217	160
321	20051217	160
321	20051217	150
321	20051217	150
321	20051217	190
321	20051217	130
321	20051217	170
321	20051217	140
321	20051217	150
321	20051217	170
321	20051217	180
321	20051217	150
321	20051217	150
321	20051217	150
321	20051217	140
321	20051217	130
321	20051217	140
321	20051217	140
321	20051217	110
321	20051217	130
321	20051217	110
321	20051217	110
321	20051217	110
321	20051218	100
321	20051218	100
321	20051218	130
321	20051218	90
321	20051218	110
321	20051218	90
321	20051218	80
321	20051218	90
321	20051218	100
321	20051218	90
321	20051218	90
321	20051218	90
321	20051218	70
321	20051218	90
321	20051218	80
321	20051218	80
321	20051218	70
321	20051218	80
321	20051218	80
321	20051218	90
321	20051218	90
321	20051218	100
321	20051218	120
321	20051218	120
321	20051219	120
321	20051219	140
321	20051219	140
321	20051219	120
321	20051219	120
321	20051219	110
321	20051219	110
321	20051219	100
321	20051219	90
321	20051219	100
321	20051219	100
321	20051219	90
321	20051219	80
321	20051219	90
321	20051219	80
321	20051219	80
321	20051219	60
321	20051219	70
321	20051219	60
321	20051219	60
321	20051219	70
321	20051219	70
321	20051219	60
321	20051219	60
321	20051220	60
321	20051220	60
321	20051220	60
321	20051220	50
321	20051220	50
321	20051220	60
321	20051220	80
321	20051220	90
321	20051220	90
321	20051220	90
321	20051220	90
321	20051220	80
321	20051220	70
321	20051220	80
321	20051220	90
321	20051220	80
321	20051220	80
321	20051220	70
321	20051220	50
321	20051220	50
321	20051220	50
321	20051220	50
321	20051220	50
321	20051220	50
321	20051221	50
321	20051221	40
321	20051221	40
321	20051221	40
321	20051221	60
321	20051221	80
321	20051221	90
321	20051221	80
321	20051221	80
321	20051221	90
321	20051221	90
321	20051221	80
321	20051221	80
321	20051221	90
321	20051221	90
321	20051221	100
321	20051221	90
321	20051221	100
321	20051221	80
321	20051221	100
321	20051221	100
321	20051221	90
321	20051221	80
321	20051221	80
321	20051222	90
321	20051222	80
321	20051222	70
321	20051222	70
321	20051222	70
321	20051222	70
321	20051222	70
321	20051222	60
321	20051222	60
321	20051222	50
321	20051222	50
321	20051222	60
321	20051222	60
321	20051222	80
321	20051222	70
321	20051222	70
321	20051222	80
321	20051222	80
321	20051222	100
321	20051222	90
321	20051222	100
321	20051222	110
321	20051222	100
321	20051222	90
321	20051223	110
321	20051223	100
321	20051223	100
321	20051223	110
321	20051223	100
321	20051223	90
321	20051223	100
321	20051223	90
321	20051223	100
321	20051223	100
321	20051223	100
321	20051223	90
321	20051223	80
321	20051223	90
321	20051223	90
321	20051223	90
321	20051223	80
321	20051223	90
321	20051223	90
321	20051223	80
321	20051223	90
321	20051223	80
321	20051223	80
321	20051223	80
321	20051224	70
321	20051224	70
321	20051224	70
321	20051224	60
321	20051224	70
321	20051224	70
321	20051224	70
321	20051224	60
321	20051224	60
321	20051224	70
321	20051224	60
321	20051224	60
321	20051224	60
321	20051224	50
321	20051224	50
321	20051224	40
321	20051224	40
321	20051224	40
321	20051224	60
321	20051224	50
321	20051224	40
321	20051224	50
321	20051224	60
321	20051224	70
321	20051225	90
321	20051225	90
321	20051225	100
321	20051225	90
321	20051225	80
321	20051225	90
321	20051225	80
321	20051225	90
321	20051225	90
321	20051225	70
321	20051225	90
321	20051225	70
321	20051225	70
321	20051225	70
321	20051225	70
321	20051225	90
321	20051225	90
321	20051225	70
321	20051225	80
321	20051225	80
321	20051225	80
321	20051225	90
321	20051225	90
321	20051225	90
321	20051226	90
321	20051226	100
321	20051226	90
321	20051226	90
321	20051226	110
321	20051226	110
321	20051226	110
321	20051226	100
321	20051226	140
321	20051226	100
321	20051226	90
321	20051226	100
321	20051226	100
321	20051226	90
321	20051226	100
321	20051226	90
321	20051226	110
321	20051226	100
321	20051226	90
321	20051226	100
321	20051226	80
321	20051226	100
321	20051226	80
321	20051226	80
321	20051227	90
321	20051227	100
321	20051227	110
321	20051227	100
321	20051227	90
321	20051227	110
321	20051227	100
321	20051227	100
321	20051227	90
321	20051227	80
321	20051227	80
321	20051227	70
321	20051227	70
321	20051227	70
321	20051227	110
321	20051227	110
321	20051227	100
321	20051227	110
321	20051227	110
321	20051227	120
321	20051227	100
321	20051227	120
321	20051227	100
321	20051227	90
321	20051228	100
321	20051228	80
321	20051228	90
321	20051228	80
321	20051228	80
321	20051228	90
321	20051228	100
321	20051228	100
321	20051228	90
321	20051228	80
321	20051228	60
321	20051228	70
321	20051228	60
321	20051228	70
321	20051228	70
321	20051228	70
321	20051228	60
321	20051228	60
321	20051228	60
321	20051228	50
321	20051228	50
321	20051228	40
321	20051228	40
321	20051228	20
321	20051229	40
321	20051229	20
321	20051229	20
321	20051229	20
321	20051229	30
321	20051229	20
321	20051229	10
321	20051229	30
321	20051229	30
321	20051229	30
321	20051229	20
321	20051229	30
321	20051229	20
321	20051229	50
321	20051229	40
321	20051229	40
321	20051229	10
321	20051229	30
321	20051229	30
321	20051229	30
321	20051229	50
321	20051229	60
321	20051229	70
321	20051229	60
321	20051230	70
321	20051230	80
321	20051230	70
321	20051230	80
321	20051230	110
321	20051230	120
321	20051230	130
321	20051230	130
321	20051230	160
321	20051230	160
321	20051230	170
321	20051230	180
321	20051230	180
321	20051230	180
321	20051230	190
321	20051230	190
321	20051230	180
321	20051230	160
321	20051230	150
321	20051230	130
321	20051230	130
321	20051230	120
321	20051230	110
321	20051230	120
321	20051231	120
321	20051231	130
321	20051231	120
321	20051231	130
321	20051231	130
321	20051231	120
321	20051231	110
321	20051231	90
321	20051231	100
321	20051231	100
321	20051231	110
321	20051231	120
321	20051231	120
321	20051231	100
321	20051231	100
321	20051231	90
321	20051231	90
321	20051231	100
321	20051231	80
321	20051231	90
321	20051231	80
321	20051231	90
321	20051231	90
321	20051231	70
321	20060101	80
321	20060101	90
321	20060101	90
321	20060101	100
321	20060101	100
321	20060101	100
321	20060101	90
321	20060101	80
321	20060101	70
321	20060101	70
321	20060101	60
321	20060101	40
321	20060101	30
321	20060101	20
321	20060101	10
321	20060101	10
321	20060101	20
321	20060101	20
321	20060101	20
321	20060101	20
321	20060101	10
321	20060101	10
321	20060101	0
321	20060101	10
321	20060102	10
321	20060102	10
321	20060102	10
321	20060102	10
321	20060102	10
321	20060102	30
321	20060102	40
321	20060102	50
321	20060102	50
321	20060102	30
321	20060102	50
321	20060102	30
321	20060102	40
321	20060102	30
321	20060102	20
321	20060102	10
321	20060102	10
321	20060102	10
321	20060102	10
321	20060102	0
321	20060102	0
321	20060102	20
321	20060102	20
321	20060102	20
321	20060103	20
321	20060103	50
321	20060103	50
321	20060103	50
321	20060103	50
321	20060103	60
321	20060103	70
321	20060103	80
321	20060103	70
321	20060103	70
321	20060103	70
321	20060103	80
321	20060103	80
321	20060103	90
321	20060103	80
321	20060103	90
321	20060103	80
321	20060103	80
321	20060103	80
321	20060103	80
321	20060103	90
321	20060103	90
321	20060103	90
321	20060103	70
321	20060104	70
321	20060104	60
321	20060104	60
321	20060104	70
321	20060104	60
321	20060104	60
321	20060104	50
321	20060104	70
321	20060104	80
321	20060104	60
321	20060104	70
321	20060104	70
321	20060104	60
321	20060104	70
321	20060104	70
321	20060104	80
321	20060104	80
321	20060104	80
321	20060104	100
321	20060104	90
321	20060104	100
321	20060104	80
321	20060104	90
321	20060104	90
321	20060105	90
321	20060105	90
321	20060105	100
321	20060105	100
321	20060105	100
321	20060105	90
321	20060105	100
321	20060105	90
321	20060105	90
321	20060105	110
321	20060105	100
321	20060105	90
321	20060105	90
321	20060105	100
321	20060105	80
321	20060105	90
321	20060105	90
321	20060105	90
321	20060105	80
321	20060105	80
321	20060105	80
321	20060105	90
321	20060105	90
321	20060105	80
321	20060106	80
321	20060106	80
321	20060106	80
321	20060106	80
321	20060106	80
321	20060106	80
321	20060106	80
321	20060106	70
321	20060106	70
321	20060106	60
321	20060106	50
321	20060106	50
321	20060106	60
321	20060106	50
321	20060106	50
321	20060106	60
321	20060106	60
321	20060106	60
321	20060106	50
321	20060106	40
321	20060106	50
321	20060106	50
321	20060106	50
321	20060106	60
321	20060107	70
321	20060107	80
321	20060107	60
321	20060107	60
321	20060107	70
321	20060107	80
321	20060107	70
321	20060107	70
321	20060107	60
321	20060107	60
321	20060107	60
321	20060107	60
321	20060107	50
321	20060107	40
321	20060107	40
321	20060107	60
321	20060107	70
321	20060107	60
321	20060107	60
321	20060107	70
321	20060107	60
321	20060107	70
321	20060107	70
321	20060107	80
321	20060108	90
321	20060108	80
321	20060108	90
321	20060108	90
321	20060108	80
321	20060108	90
321	20060108	90
321	20060108	90
321	20060108	80
321	20060108	80
321	20060108	70
321	20060108	80
321	20060108	70
321	20060108	70
321	20060108	70
321	20060108	70
321	20060108	70
321	20060108	80
321	20060108	80
321	20060108	90
321	20060108	80
321	20060108	80
321	20060108	70
321	20060108	70
321	20060109	80
321	20060109	70
321	20060109	70
321	20060109	60
321	20060109	60
321	20060109	60
321	20060109	50
321	20060109	60
321	20060109	60
321	20060109	70
321	20060109	40
321	20060109	50
321	20060109	40
321	20060109	40
321	20060109	50
321	20060109	50
321	20060109	60
321	20060109	70
321	20060109	70
321	20060109	70
321	20060109	70
321	20060109	80
321	20060109	90
321	20060109	90
321	20060110	90
321	20060110	80
321	20060110	80
321	20060110	80
321	20060110	80
321	20060110	90
321	20060110	100
321	20060110	110
321	20060110	110
321	20060110	120
321	20060110	120
321	20060110	120
321	20060110	130
321	20060110	130
321	20060110	130
321	20060110	130
321	20060110	120
321	20060110	130
321	20060110	120
321	20060110	130
321	20060110	130
321	20060110	140
321	20060110	140
321	20060110	140
321	20060111	150
321	20060111	140
321	20060111	150
321	20060111	150
321	20060111	160
321	20060111	150
321	20060111	150
321	20060111	150
321	20060111	150
321	20060111	150
321	20060111	140
321	20060111	140
321	20060111	120
321	20060111	100
321	20060111	80
321	20060111	70
321	20060111	60
321	20060111	40
321	20060111	40
321	20060111	30
321	20060111	20
321	20060111	30
321	20060111	40
321	20060111	30
321	20060112	20
321	20060112	30
321	20060112	40
321	20060112	10
321	20060112	20
321	20060112	30
321	20060112	60
321	20060112	70
321	20060112	70
321	20060112	70
321	20060112	70
321	20060112	80
321	20060112	70
321	20060112	70
321	20060112	70
321	20060112	70
321	20060112	70
321	20060112	100
321	20060112	90
321	20060112	90
321	20060112	90
321	20060112	90
321	20060112	90
321	20060112	70
321	20060113	70
321	20060113	70
321	20060113	80
321	20060113	90
321	20060113	80
321	20060113	70
321	20060113	60
321	20060113	80
321	20060113	70
321	20060113	70
321	20060113	90
321	20060113	80
321	20060113	70
321	20060113	80
321	20060113	80
321	20060113	90
321	20060113	90
321	20060113	100
321	20060113	90
321	20060113	90
321	20060113	90
321	20060113	90
321	20060113	90
321	20060113	90
321	20060114	80
321	20060114	100
321	20060114	90
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	80
321	20060114	100
321	20060114	120
321	20060114	90
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	100
321	20060114	90
321	20060114	90
321	20060114	90
321	20060115	90
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	70
321	20060115	80
321	20060115	80
321	20060115	80
321	20060115	90
321	20060115	90
321	20060115	90
321	20060115	90
321	20060115	90
321	20060116	90
321	20060116	90
321	20060116	90
321	20060116	100
321	20060116	90
321	20060116	90
321	20060116	100
321	20060116	110
321	20060116	110
321	20060116	120
321	20060116	120
321	20060116	110
321	20060116	120
321	20060116	120
321	20060116	110
321	20060116	120
321	20060116	120
321	20060116	130
321	20060116	130
321	20060116	130
321	20060116	130
321	20060116	120
321	20060116	120
321	20060116	110
321	20060117	110
321	20060117	120
321	20060117	120
321	20060117	120
321	20060117	130
321	20060117	160
321	20060117	130
321	20060117	110
321	20060117	100
321	20060117	90
321	20060117	80
321	20060117	80
321	20060117	70
321	20060117	70
321	20060117	80
321	20060117	80
321	20060117	80
321	20060117	100
321	20060117	100
321	20060117	100
321	20060117	90
321	20060117	100
321	20060117	110
321	20060117	100
321	20060118	100
321	20060118	90
321	20060118	100
321	20060118	90
321	20060118	70
321	20060118	70
321	20060118	70
321	20060118	70
321	20060118	70
321	20060118	60
321	20060118	60
321	20060118	40
321	20060118	40
321	20060118	50
321	20060118	30
321	20060118	40
321	20060118	20
321	20060118	20
321	20060118	10
321	20060118	20
321	20060118	40
321	20060118	30
321	20060118	30
321	20060118	60
321	20060119	60
321	20060119	70
321	20060119	70
321	20060119	80
321	20060119	80
321	20060119	90
321	20060119	90
321	20060119	80
321	20060119	80
321	20060119	80
321	20060119	80
321	20060119	70
321	20060119	80
321	20060119	80
321	20060119	80
321	20060119	90
321	20060119	90
321	20060119	90
321	20060119	90
321	20060119	90
321	20060119	90
321	20060119	100
321	20060119	90
321	20060119	100
321	20060120	90
321	20060120	100
321	20060120	90
321	20060120	110
321	20060120	110
321	20060120	110
321	20060120	110
321	20060120	130
321	20060120	130
321	20060120	140
321	20060120	140
321	20060120	100
321	20060120	100
321	20060120	100
321	20060120	100
321	20060120	90
321	20060120	120
321	20060120	110
321	20060120	120
321	20060120	130
321	20060120	130
321	20060120	140
321	20060120	120
321	20060120	120
321	20060121	120
321	20060121	110
321	20060121	120
321	20060121	120
321	20060121	120
321	20060121	110
321	20060121	120
321	20060121	120
321	20060121	110
321	20060121	100
321	20060121	100
321	20060121	110
321	20060121	120
321	20060121	80
321	20060121	100
321	20060121	100
321	20060121	100
321	20060121	110
321	20060121	90
321	20060121	90
321	20060121	90
321	20060121	90
321	20060121	90
321	20060121	80
321	20060122	80
321	20060122	60
321	20060122	80
321	20060122	60
321	20060122	60
321	20060122	70
321	20060122	70
321	20060122	60
321	20060122	50
321	20060122	60
321	20060122	40
321	20060122	30
321	20060122	30
321	20060122	40
321	20060122	30
321	20060122	40
321	20060122	30
321	20060122	40
321	20060122	40
321	20060122	40
321	20060122	40
321	20060122	30
321	20060122	50
321	20060122	40
321	20060123	50
321	20060123	40
321	20060123	60
321	20060123	60
321	20060123	50
321	20060123	60
321	20060123	70
321	20060123	60
321	20060123	70
321	20060123	60
321	20060123	60
321	20060123	60
321	20060123	40
321	20060123	80
321	20060123	70
321	20060123	80
321	20060123	80
321	20060123	80
321	20060123	80
321	20060123	90
321	20060123	90
321	20060123	90
321	20060123	70
321	20060123	80
321	20060124	70
321	20060124	70
321	20060124	70
321	20060124	70
321	20060124	60
321	20060124	70
321	20060124	60
321	20060124	50
321	20060124	40
321	20060124	40
321	20060124	40
321	20060124	40
321	20060124	30
321	20060124	40
321	20060124	40
321	20060124	50
321	20060124	50
321	20060124	40
321	20060124	30
321	20060124	30
321	20060124	30
321	20060124	30
321	20060124	30
321	20060124	30
321	20060125	30
321	20060125	50
321	20060125	40
321	20060125	40
321	20060125	60
321	20060125	60
321	20060125	70
321	20060125	80
321	20060125	100
321	20060125	100
321	20060125	100
321	20060125	90
321	20060125	100
321	20060125	110
321	20060125	120
321	20060125	130
321	20060125	130
321	20060125	140
321	20060125	140
321	20060125	150
321	20060125	150
321	20060125	150
321	20060125	120
321	20060125	120
321	20060126	150
321	20060126	140
321	20060126	130
321	20060126	120
321	20060126	130
321	20060126	130
321	20060126	130
321	20060126	130
321	20060126	120
321	20060126	130
321	20060126	120
321	20060126	120
321	20060126	120
321	20060126	110
321	20060126	110
321	20060126	120
321	20060126	110
321	20060126	110
321	20060126	100
321	20060126	110
321	20060126	110
321	20060126	100
321	20060126	110
321	20060126	90
321	20060127	100
321	20060127	90
321	20060127	100
321	20060127	100
321	20060127	90
321	20060127	100
321	20060127	90
321	20060127	80
321	20060127	100
321	20060127	80
321	20060127	80
321	20060127	80
321	20060127	70
321	20060127	70
321	20060127	70
321	20060127	80
321	20060127	90
321	20060127	90
321	20060127	90
321	20060127	80
321	20060127	90
321	20060127	80
321	20060127	80
321	20060127	70
321	20060128	80
321	20060128	90
321	20060128	90
321	20060128	90
321	20060128	110
321	20060128	100
321	20060128	110
321	20060128	100
321	20060128	80
321	20060128	80
321	20060128	90
321	20060128	100
321	20060128	110
321	20060128	100
321	20060128	90
321	20060128	100
321	20060128	110
321	20060128	110
321	20060128	110
321	20060128	100
321	20060128	100
321	20060128	100
321	20060128	90
321	20060128	100
321	20060129	100
321	20060129	100
321	20060129	90
321	20060129	110
321	20060129	100
321	20060129	100
321	20060129	110
321	20060129	110
321	20060129	100
321	20060129	110
321	20060129	100
321	20060129	110
321	20060129	100
321	20060129	90
321	20060129	100
321	20060129	90
321	20060129	90
321	20060129	80
321	20060129	80
321	20060129	90
321	20060129	80
321	20060129	80
321	20060129	80
321	20060129	70
321	20060130	50
321	20060130	60
321	20060130	60
321	20060130	80
321	20060130	80
321	20060130	80
321	20060130	80
321	20060130	80
321	20060130	90
321	20060130	80
321	20060130	70
321	20060130	70
321	20060130	60
321	20060130	70
321	20060130	90
321	20060130	80
321	20060130	80
321	20060130	70
321	20060130	60
321	20060130	80
321	20060130	80
321	20060130	70
321	20060130	70
321	20060130	70
321	20060131	80
321	20060131	60
321	20060131	60
321	20060131	60
321	20060131	70
321	20060131	70
321	20060131	70
321	20060131	60
321	20060131	50
321	20060131	60
321	20060131	50
321	20060131	50
321	20060131	50
321	20060131	50
321	20060131	50
321	20060131	60
321	20060131	60
321	20060131	60
321	20060131	50
321	20060131	40
321	20060131	30
321	20060131	40
321	20060131	40
321	20060131	40
321	20060201	40
321	20060201	30
321	20060201	40
321	20060201	50
321	20060201	50
321	20060201	50
321	20060201	30
321	20060201	30
321	20060201	30
321	20060201	10
321	20060201	10
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	0
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060201	20
321	20060202	10
321	20060202	10
321	20060202	10
321	20060202	20
321	20060202	10
321	20060202	20
321	20060202	10
321	20060202	10
321	20060202	10
321	20060202	10
321	20060202	20
321	20060202	10
321	20060202	20
321	20060202	10
321	20060202	10
321	20060202	20
321	20060202	20
321	20060202	10
321	20060202	10
321	20060202	10
321	20060202	20
321	20060202	20
321	20060202	30
321	20060202	30
321	20060203	40
321	20060203	30
321	20060203	40
321	20060203	40
321	20060203	40
321	20060203	40
321	20060203	40
321	20060203	60
321	20060203	40
321	20060203	50
321	20060203	40
321	20060203	30
321	20060203	50
321	20060203	60
321	20060203	50
321	20060203	40
321	20060203	40
321	20060203	50
321	20060203	60
321	20060203	70
321	20060203	70
321	20060203	80
321	20060203	70
321	20060203	70
321	20060204	60
321	20060204	60
321	20060204	50
321	20060204	50
321	20060204	60
321	20060204	70
321	20060204	70
321	20060204	70
321	20060204	70
321	20060204	70
321	20060204	50
321	20060204	60
321	20060204	60
321	20060204	60
321	20060204	60
321	20060204	60
321	20060204	60
321	20060204	60
321	20060204	50
321	20060204	60
321	20060204	40
321	20060204	40
321	20060204	30
321	20060204	20
321	20060205	20
321	20060205	30
321	20060205	30
321	20060205	40
321	20060205	50
321	20060205	50
321	20060205	50
321	20060205	60
321	20060205	70
321	20060205	70
321	20060205	70
321	20060205	80
321	20060205	90
321	20060205	80
321	20060205	80
321	20060205	80
321	20060205	70
321	20060205	80
321	20060205	70
321	20060205	60
321	20060205	60
321	20060205	60
321	20060205	50
321	20060205	60
321	20060206	40
321	20060206	50
321	20060206	50
321	20060206	50
321	20060206	50
321	20060206	50
321	20060206	50
321	20060206	70
321	20060206	70
321	20060206	70
321	20060206	80
321	20060206	90
321	20060206	80
321	20060206	80
321	20060206	80
321	20060206	90
321	20060206	80
321	20060206	90
321	20060206	90
321	20060206	90
321	20060206	90
321	20060206	90
321	20060206	90
321	20060206	100
321	20060207	100
321	20060207	90
321	20060207	90
321	20060207	90
321	20060207	90
321	20060207	100
321	20060207	100
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	110
321	20060207	100
321	20060207	110
321	20060207	110
321	20060207	130
321	20060207	140
321	20060207	150
321	20060207	150
321	20060208	150
321	20060208	150
321	20060208	160
321	20060208	130
321	20060208	130
321	20060208	130
321	20060208	130
321	20060208	120
321	20060208	120
321	20060208	130
321	20060208	120
321	20060208	140
321	20060208	140
321	20060208	140
321	20060208	140
321	20060208	140
321	20060208	140
321	20060208	130
321	20060208	130
321	20060208	140
321	20060208	120
321	20060208	90
321	20060208	110
321	20060208	120
321	20060209	120
321	20060209	120
321	20060209	120
321	20060209	110
321	20060209	140
321	20060209	190
321	20060209	150
321	20060209	140
321	20060209	140
321	20060209	140
321	20060209	140
321	20060209	140
321	20060209	150
321	20060209	150
321	20060209	150
321	20060209	130
321	20060209	140
321	20060209	140
321	20060209	150
321	20060209	130
321	20060209	130
321	20060209	130
321	20060209	140
321	20060209	130
321	20060210	130
321	20060210	120
321	20060210	130
321	20060210	120
321	20060210	90
321	20060210	100
321	20060210	100
321	20060210	100
321	20060210	80
321	20060210	80
321	20060210	70
321	20060210	70
321	20060210	60
321	20060210	40
321	20060210	60
321	20060210	70
321	20060210	30
321	20060210	40
321	20060210	40
321	20060210	70
321	20060210	30
321	20060210	30
321	20060210	30
321	20060210	30
321	20060211	30
321	20060211	30
321	20060211	30
321	20060211	30
321	20060211	30
321	20060211	30
321	20060211	20
321	20060211	20
321	20060211	10
321	20060211	0
321	20060211	0
321	20060211	10
321	20060211	20
321	20060211	30
321	20060211	40
321	20060211	40
321	20060211	40
321	20060211	40
321	20060211	50
321	20060211	40
321	20060211	50
321	20060211	60
321	20060211	70
321	20060211	70
321	20060212	70
321	20060212	80
321	20060212	80
321	20060212	90
321	20060212	80
321	20060212	80
321	20060212	90
321	20060212	80
321	20060212	100
321	20060212	110
321	20060212	110
321	20060212	130
321	20060212	120
321	20060212	120
321	20060212	130
321	20060212	120
321	20060212	120
321	20060212	90
321	20060212	80
321	20060212	80
321	20060212	80
321	20060212	80
321	20060212	80
321	20060212	70
321	20060213	70
321	20060213	60
321	20060213	60
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	60
321	20060213	50
321	20060213	60
321	20060213	60
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	70
321	20060213	60
321	20060213	60
321	20060213	60
321	20060214	60
321	20060214	70
321	20060214	60
321	20060214	70
321	20060214	70
321	20060214	80
321	20060214	80
321	20060214	110
321	20060214	100
321	20060214	90
321	20060214	100
321	20060214	100
321	20060214	100
321	20060214	100
321	20060214	110
321	20060214	100
321	20060214	90
321	20060214	100
321	20060214	100
321	20060214	100
321	20060214	100
321	20060214	100
321	20060214	120
321	20060214	110
321	20060215	130
321	20060215	130
321	20060215	130
321	20060215	130
321	20060215	150
321	20060215	160
321	20060215	170
321	20060215	160
321	20060215	150
321	20060215	120
321	20060215	100
321	20060215	100
321	20060215	100
321	20060215	100
321	20060215	110
321	20060215	100
321	20060215	100
321	20060215	100
321	20060215	110
321	20060215	110
321	20060215	100
321	20060215	110
321	20060215	110
321	20060215	80
321	20060216	90
321	20060216	90
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	80
321	20060216	90
321	20060216	120
321	20060216	90
321	20060216	100
321	20060216	100
321	20060216	100
321	20060216	110
321	20060216	100
321	20060216	110
321	20060216	110
321	20060216	110
321	20060216	90
321	20060216	80
321	20060216	100
321	20060217	100
321	20060217	110
321	20060217	110
